orden;Fecha;Linea;Mensaje;Duración;segundos
7264;08.01.2018 10:48:11;B;Servicio con demora debido a un problema técnico en una formación;00:02:01;121
7265;08.01.2018 00:30:06;H;Interrupción debido a un problema técnico en una formación;00:08:06;486
7266;05.01.2018 23:04:03;D;Ya circula con su frecuencia habitual;00:04:08;248
7267;05.01.2018 22:14:11;D;Servicio con demora debido a un problema técnico;00:48:02;2882
7268;05.01.2018 19:08:13;D;Servicio con demora;00:53:49;3229
7269;05.01.2018 18:46:10;P;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:04:01;241
7270;05.01.2018 18:26:05;D;Servicio limitado entre Congreso de Tucumán y Pueyrredón;00:40:07;2407
7271;05.01.2018 18:20:05;P;Interrupción debido a un problema técnico en una formación;00:24:09;1449
7272;05.01.2018 10:40:10;E;Ya circula con su frecuencia habitual;00:10:03;603
7273;05.01.2018 09:52:02;E;Servicio con demora;00:46:10;2770
7274;05.01.2018 09:40:13;E;Servicio con demora debido a un problema técnico en una formación;00:09:51;591
7275;04.01.2018 21:56:05;C;Ya realiza su recorrido completo entre cabeceras;00:04:06;246
7276;04.01.2018 21:50:05;C;Servicio limitado entre Constitución y San Martín;00:04:09;249
7277;04.01.2018 21:40:02;C;Interrupción debido a la atención médica a un usuario;00:08:08;488
7278;04.01.2018 14:18:05;D;Ya circula con su frecuencia habitual;00:02:05;125
7279;04.01.2018 14:06:04;D;Servicio con demora debido a un problema técnico;00:10:01;601
7280;04.01.2018 09:22:03;D;Ya realiza su recorrido completo entre cabeceras;00:03:59;239
7281;04.01.2018 08:50:06;D;Servicio limitado entre Congreso de Tucumán y 9 de Julio;00:30:06;1806
7282;03.01.2018 23:42:15;U;Ya circula con su frecuencia habitual;00:03:50;230
7283;03.01.2018 21:48:04;U;Servicio con demora;01:52:09;6729
7284;03.01.2018 21:38:04;U;Servicio limitado entre Federico Lacroze y Campo de Mayo 18:34 hs.;00:08:09;489
7285;03.01.2018 12:42:02;B;Ya circula con su frecuencia habitual;00:10:03;603
7286;03.01.2018 12:32:12;B;Servicio con demora debido a un problema técnico en una formación;00:07:52;472
7287;02.01.2018 22:08:13;P;Único destino: Centro Cívico;00:35:50;2150
7288;02.01.2018 11:02:10;P;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:02:00;120
7289;02.01.2018 09:18:04;P;Servicio interrumpido;01:42:08;6128
7290;02.01.2018 08:34:02;P;Interrumpida por causas ajenas a la empresa;00:42:08;2528
7291;30.12.2017 20:34:12;P;Ya realiza su recorrido completo entre cabeceras;00:07:50;470
7292;30.12.2017 17:02:10;P;Interrupción debido a un problema técnico;03:29:53;12593
7293;30.12.2017 00:26:13;A;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:04:00;240
7294;30.12.2017 00:22:09;A;Interrumpida debido a la atención médica a un usuario;00:01:55;115
7295;30.12.2017 00:04:12;A;Servicio con demora debido a un problema técnico;00:09:58;598
7296;29.12.2017 18:42:12;E;Servicio con demora;00:10:01;601
7297;29.12.2017 18:16:09;P;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:02:01;121
7298;29.12.2017 18:10:12;E;Ya circula con su frecuencia habitual;00:04:01;241
7299;29.12.2017 17:32:04;E;Servicio con demora;00:36:01;2161
7300;29.12.2017 17:04:13;P;Interrupción debido a un problema técnico en una formación;01:10:00;4200
7301;29.12.2017 16:32:13;P;Ya realiza su recorrido completo entre cabeceras;00:03:51;231
7302;29.12.2017 15:38:11;P;Único destino: Centro Cívico;00:51:54;3114
7303;29.12.2017 11:04:03;B;Servicio limitado entre Juan Manuel de Rosas y Carlos Pellegrini;00:14:06;846
7304;29.12.2017 10:58:02;B;Ya circula con su frecuencia habitual;00:04:02;242
7305;29.12.2017 10:32:03;B;Servicio con demora;00:23:59;1439
7306;29.12.2017 10:20:10;B;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:09:52;592
7307;29.12.2017 07:58:02;B;Interrumpida por medida de fuerza gremial;02:20:01;8401
7308;28.12.2017 23:40:10;E;Ya circula con su frecuencia habitual;00:03:53;233
7309;28.12.2017 22:46:04;E;Servicio con demora debido a un problema técnico en una formación;00:51:59;3119
7310;28.12.2017 20:52:11;D;Ya realiza su recorrido completo entre cabeceras;00:03:54;234
7311;28.12.2017 20:30:11;U;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:03:52;232
7312;28.12.2017 19:40:03;D;Servicio limitado entre Catedral y Aguero;01:10:08;4208
7313;28.12.2017 18:56:04;D;Servicio limitado Catedral y Agüero por arrollamiento de persona;00:42:08;2528
7314;28.12.2017 18:36:03;U;Servicio con demora;01:52:01;6721
7315;28.12.2017 18:24:10;D;Servicio limitado entre Catedral y Aguero;00:30:00;1800
7316;28.12.2017 18:18:03;D;Servicio con demora;00:03:59;239
7317;28.12.2017 18:14:11;U;Servicio interrumpido;00:19:52;1192
7318;28.12.2017 14:30:04;P;Los trenes ya se detienen en todas las estaciones;00:07:58;478
7319;28.12.2017 11:56:04;P;Los trenes no se detienen en las estaciones Larrazábal y Gral. Savio por obras de mejora;02:31:58;9118
7320;28.12.2017 11:46:11;P;Por obras de mejora los trenes no se detienen en Larrazábal;00:08:00;480
7321;28.12.2017 08:40:02;B;Interrumpida por medida de fuerza gremial;18:04:09;65049
7322;28.12.2017 08:34:03;B;Trenes circulan con diagrama especial Medidas de fuerza gremial;00:04:08;248
7323;27.12.2017 12:06:03;P;Los trenes no se detienen en las estaciones C. Cívico y N. Descalzi por obras de mejora;02:29:59;8999
7324;26.12.2017 22:26:04;A;Servicio con demora;00:14:07;847
7325;26.12.2017 16:58:03;H;Servicio limitado entre Córdoba y Hospitales;00:04:08;248
7326;25.12.2017 23:52:11;A;Ya realiza su recorrido completo entre cabeceras;00:02:02;122
7327;25.12.2017 23:46:11;A;Servicio limitado entre Primera Junta y Plaza de Mayo;00:03:51;231
7328;25.12.2017 11:00:13;E;Los trenes no se detienen en Entre Ríos;14:31:50;52310
7329;24.12.2017 12:42:10;E;Los trenes no se detienen en Entre Ríos;13:21:59;48119
7330;23.12.2017 17:40:10;C;Servicio con demora;00:19:52;1192
7331;23.12.2017 17:30:03;C;Interrupción debido a un problema técnico en una formación;00:07:59;479
7332;22.12.2017 18:16:09;D;Ya circula con su frecuencia habitual;00:04:00;240
7333;22.12.2017 18:12:11;D;Con demora por una formación detenida debido a un problema técnico;00:01:51;111
7334;21.12.2017 23:16:01;B;Ya realiza su recorrido completo entre cabeceras;00:02:02;122
7335;21.12.2017 23:16:01;H;Ya circula con su frecuencia habitual;00:02:02;122
7336;21.12.2017 22:54:05;B;Servicio limitado entre L. N. Alem y Los Incas;00:19:57;1197
7337;21.12.2017 20:48:02;H;Servicio con demora;02:26:00;8760
7338;21.12.2017 19:20:02;H;Ya circula con su frecuencia habitual;00:04:10;250
7339;21.12.2017 18:20:09;H;Servicio con demora;00:58:02;3482
7340;21.12.2017 18:14:10;H;Ya realiza su recorrido completo entre cabeceras;00:03:55;235
7341;21.12.2017 09:30:02;E;Ya realiza su recorrido completo entre cabeceras;00:04:08;248
7342;21.12.2017 08:36:11;E;Servicio limitado entre Bolívar y Av. La Plata;00:51:51;3111
7343;20.12.2017 22:24:03;B;Ya circula con su frecuencia habitual;00:04:00;240
7344;20.12.2017 21:12:02;B;Con demora por medida de fuerza gremial;01:10:00;4200
7345;20.12.2017 09:06:10;E;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:10:00;600
7346;20.12.2017 08:38:03;E;Interrumpida En breve restablece el servicio;00:26:00;1560
7347;19.12.2017 23:44:13;P;Servicio interrumpido por manifestantes que impiden el servicio;00:13:57;837
7348;19.12.2017 20:22:10;D;Servicio limitado entre Catedral y J.Hernández;00:13:52;832
7349;19.12.2017 17:22:02;B;Ya circula con su frecuencia habitual;00:02:01;121
7350;19.12.2017 16:54:13;D;Ya circula con su frecuencia habitual;00:03:49;229
7351;19.12.2017 16:54:13;H;Ya circula con su frecuencia habitual;00:03:49;229
7352;19.12.2017 16:54:13;P;Ya circula con su frecuencia habitual;00:03:49;229
7353;19.12.2017 16:02:26;B;Servicio con demora;01:17:44;4664
7354;19.12.2017 14:58:12;U;completo entre cabeceras Reanuda su servicio y realiza el recorrido;00:02:13;133
7355;19.12.2017 08:14:06;P;Interrumpida por medida de fuerza gremial;07:48:20;28100
7356;19.12.2017 04:42:03;U;Interrumpida por medida de fuerza gremial;10:14:09;36849
7357;19.12.2017 03:52:03;U;Servicio interrumpido por medida de fuerza gremial;00:48:02;2882
7358;19.12.2017 00:04:15;A;Interrumpida por medida de fuerza gremial;14:56:10;53770
7359;19.12.2017 00:04:15;B;Interrumpida por medida de fuerza gremial;14:56:10;53770
7360;19.12.2017 00:04:15;C;Interrumpida por medida de fuerza gremial;14:56:10;53770
7361;19.12.2017 00:04:15;D;Interrumpida por medida de fuerza gremial;15:58:11;57491
7362;19.12.2017 00:04:15;E;Interrumpida por medida de fuerza gremial;14:56:10;53770
7363;19.12.2017 00:04:15;H;Interrumpida por medida de fuerza gremial;14:56:10;53770
7364;18.12.2017 23:24:07;C;Los trenes no se detienen en Av. de Mayo;00:20:00;1200
7365;18.12.2017 20:52:15;C;Los trenes no se detienen en Av. de Mayo;02:29:57;8997
7366;18.12.2017 20:52:15;P;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:03:58;238
7367;18.12.2017 20:36:19;A;Servicio limitado entre Plaza Miserere y San Pedrito;03:19:50;11990
7368;18.12.2017 20:20:17;P;Servicio interrumpido;00:29:59;1799
7369;18.12.2017 20:14:09;A;Interrupción debido a un problema técnico;00:19:59;1199
7370;18.12.2017 19:52:07;A;Servicio limitado entre Plaza Miserere y San Pedrito;00:20:00;1200
7371;18.12.2017 18:30:15;P;Interrupción debido a un problema técnico;00:25:48;1548
7372;18.12.2017 18:18:03;B;Servicio con demora;05:26:04;19564
7373;18.12.2017 14:02:05;A;Los trenes no se detienen en Congreso;05:48:11;20891
7374;18.12.2017 11:24:16;A;Los trenes no se detienen en Congreso;02:35:50;9350
7375;18.12.2017 10:34:17;A;Los trenes no se detienen en Congreso;00:47:57;2877
7376;18.12.2017 09:34:03;A;Los trenes no se detienen en Congreso;00:58:11;3491
7377;18.12.2017 08:34:12;A;Los trenes no se detienen en Congreso;00:57:51;3471
7378;18.12.2017 08:28:17;A;Los trenes no se detienen en Congreso;00:03:55;235
7379;17.12.2017 03:20:05;U;Servicio limitado entre Federico Lacroze y Rubén Darío 23:20 hs.;00:04:09;249
7380;17.12.2017 02:42:07;U;Servicio limitado entre Federico Lacroze y Rubén Darío 23:20 hs.;00:16:06;966
7381;15.12.2017 01:16:06;A;Los trenes no se detienen en Congreso;03:14:11;11651
7382;15.12.2017 00:16:07;A;Los trenes no se detienen en Congreso;00:57:56;3476
7383;14.12.2017 23:22:04;A;Los trenes no se detienen en Congreso;00:52:11;3131
7384;14.12.2017 20:42:18;A;Los trenes no se detienen en Congreso;02:37:58;9478
7385;14.12.2017 16:16:10;B;Ya circula con su frecuencia habitual;00:07:54;474
7386;14.12.2017 14:04:06;A;Los trenes no se detienen en Congreso;06:36:14;23774
7387;14.12.2017 13:42:16;B;Servicio con demora debido a un problema técnico;02:32:02;9122
7388;14.12.2017 13:16:04;B;Servicio Limitado entre J. M. de Rosas y Medrano;00:24:04;1444
7389;14.12.2017 11:26:07;A;Los trenes no se detienen en Congreso;02:35:56;9356
7390;14.12.2017 10:32:14;A;Los trenes no se detienen en Congreso;00:51:52;3112
7391;14.12.2017 09:32:14;A;Los trenes no se detienen en Congreso;00:58:00;3480
7392;14.12.2017 08:36:14;A;Los trenes no se detienen en Congreso;00:54:01;3241
7393;14.12.2017 08:14:04;A;Los trenes no se detienen en Congreso;00:20:09;1209
7394;13.12.2017 21:08:08;D;Servicio con demora;00:26:00;1560
7395;13.12.2017 19:40:16;D;Servicio con demora debido a un problema técnico en una formación;00:53:58;3238
7396;13.12.2017 19:30:03;D;Interrupción por una formación detenida debido a un problema técnico;00:08:11;491
7397;13.12.2017 07:56:09;B;Servicio Limitado entre Rosas y Florida por operativo de seguridad en la vía pública;21:28:04;77284
7398;12.12.2017 18:06:02;D;Ya realiza su recorrido completo entre cabeceras;00:04:01;241
7399;12.12.2017 17:34:03;D;Servicio limitado entre Congreso de Tucumán y Pueyrredón;00:30:10;1810
7400;12.12.2017 16:28:05;D;Ya realiza su recorrido completo entre cabeceras;00:04:00;240
7401;12.12.2017 16:16:04;D;Servicio limitado entre Congreso de Tucumán y 9 de Julio;00:10:01;601
7402;12.12.2017 12:28:04;D;Servicio con demora;00:29:59;1799
7403;12.12.2017 12:16:15;D;Ya realiza su recorrido completo entre cabeceras;00:09:48;588
7404;12.12.2017 12:06:05;D;Servicio limitado entre Congreso de Tucumán y Pueyrredón;00:07:59;479
7405;12.12.2017 12:00:04;D;Servicio con demora debido a un problema técnico;00:04:09;249
7406;12.12.2017 07:38:12;B;Servicio Limitado entre Rosas y Florida por operativo de seguridad en la vía pública;19:25:54;69954
7407;11.12.2017 18:36:16;B;Servicio Limitado entre Rosas y Florida por operativo de seguridad en la vía pública;08:25:49;30349
7408;11.12.2017 18:20:19;B;Servicio limitado entre Angel Gallardo y Florida;00:13:58;838
7409;11.12.2017 17:58:18;P;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:03:50;230
7410;11.12.2017 17:52:06;P;Interrupción por una formación detenida debido a un problema técnico;00:04:03;243
7411;11.12.2017 15:52:14;B;Servicio Limitado entre Rosas y Florida por operativo de seguridad en la vía pública;02:25:53;8753
7412;11.12.2017 15:10:17;B;Servicio Limitado entre J. M. de Rosas y Medrano;00:39:50;2390
7413;11.12.2017 11:46:03;B;Servicio Limitado entre Rosas y Florida por operativo de seguridad en la vía pública;03:22:00;12120
7414;11.12.2017 10:42:16;D;Ya circula con su frecuencia habitual;00:01:52;112
7415;11.12.2017 10:24:18;D;Servicio con demora debido a un problema técnico;00:15:55;955
7416;10.12.2017 10:50:04;A;Servicio limitado entre San Pedrito y Piedras por obras de mejora;15:38:03;56283
7417;10.12.2017 10:50:04;B;Servicio Limitado entre Rosas y Florida por operativo de seguridad en la vía pública;15:38:03;56283
7418;10.12.2017 00:32:17;H;Servicio Limitado entre Las Heras y P.Patricios;00:25:48;1548
7419;09.12.2017 17:04:03;B;Servicio Limitado entre Rosas y Florida por operativo de seguridad en la vía pública;09:56:13;35773
7420;09.12.2017 16:16:05;D;Ya realiza su recorrido completo entre cabeceras;00:04:10;250
7421;09.12.2017 16:04:10;D;Servicio limitado entre Congreso de Tucumán y Pueyrredón;00:10:04;604
7422;09.12.2017 09:04:13;A;Servicio limitado entre San Pedrito y Piedras por obras de mejora;17:56:03;64563
7423;08.12.2017 11:08:05;A;Servicio limitado entre San Pedrito y Piedras por obras de mejora;14:58:08;53888
7424;07.12.2017 17:12:14;E;Ya circula con su frecuencia habitual;00:01:57;117
7425;07.12.2017 16:38:02;E;Servicio con demora debido a un problema técnico en una formación;00:32:10;1930
7426;07.12.2017 15:54:13;C;Con demora por medida de fuerza gremial;00:31:52;1912
7427;07.12.2017 15:50:14;C;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:02:00;120
7428;07.12.2017 14:44:12;C;Con demora por medida de fuerza gremial;01:03:50;3830
7429;07.12.2017 13:38:14;B;Con demora por medida de fuerza gremial;05:31:49;19909
7430;07.12.2017 09:54:14;C;Interrupción por una formación detenida debido a un problema técnico;00:09:58;598
7431;06.12.2017 19:32:04;B;Ya circula con su frecuencia habitual;00:02:01;121
7432;06.12.2017 16:20:05;D;Ya circula con su frecuencia habitual;00:03:59;239
7433;06.12.2017 16:10:11;C;Ya circula con su frecuencia habitual;00:02:01;121
7434;06.12.2017 15:26:03;C;Con demora por medida de fuerza gremial;00:42:09;2529
7435;06.12.2017 15:04:12;D;Con demora por medida de fuerza gremial;01:14:00;4440
7436;06.12.2017 14:30:12;B;Con demora por medida de fuerza gremial;04:59:52;17992
7437;06.12.2017 13:42:12;A;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:03:52;232
7438;06.12.2017 13:30:02;A;Interrupción debido a la atención médica a un usuario;00:10:10;610
7439;06.12.2017 01:36:13;B;Con demora por medida de fuerza gremial;00:45:57;2757
7440;06.12.2017 01:30:12;B;Servicio con demora;00:03:53;233
7441;06.12.2017 00:24:04;E;Servicio con demora debido a un problema técnico en una formación;00:36:08;2168
7442;05.12.2017 20:08:13;E;Ya circula con su frecuencia habitual;00:01:49;109
7443;05.12.2017 19:34:12;B;Ya circula con su frecuencia habitual;00:04:01;241
7444;05.12.2017 19:34:12;D;Servicio con demora debido a un problema técnico en una formación;00:53:59;3239
7445;05.12.2017 18:34:03;E;Servicio con demora;01:32:08;5528
7446;05.12.2017 18:30:12;E;Ya realiza su recorrido completo entre cabeceras;00:01:50;110
7447;05.12.2017 18:24:12;B;Con demora por medida de fuerza gremial;01:07:53;4073
7448;05.12.2017 17:50:13;E;Servicio limitado entre Bolívar y Entre Ríos;00:37:51;2271
7449;05.12.2017 17:40:13;E;Interrupción por una formación detenida debido a un problema técnico;00:07:58;478
7450;05.12.2017 15:18:04;C;Con demora por medida de fuerza gremial;00:58:06;3486
7451;05.12.2017 14:18:02;B;Con demora por medida de fuerza gremial;01:58:08;7088
7452;05.12.2017 14:02:11;B;Interrumpida por medida de fuerza gremial;00:14:00;840
7453;04.12.2017 21:10:03;E;Ya circula con su frecuencia habitual;00:04:09;249
7454;04.12.2017 18:32:10;B;Ya circula con su frecuencia habitual;00:03:53;233
7455;04.12.2017 16:38:03;D;Ya circula con su frecuencia habitual;00:04:02;242
7456;04.12.2017 15:32:12;D;Con demora por medida de fuerza gremial;01:04:00;3840
7457;04.12.2017 15:26:13;D;Ya realiza su recorrido completo entre cabeceras;00:03:58;238
7458;04.12.2017 15:16:14;D;Servicio limitado entre Catedral y J.Hernández;00:07:59;479
7459;04.12.2017 15:10:12;D;Interrumpida por medida de fuerza gremial;00:04:01;241
