orden;Fecha;Linea;Mensaje;Duración
2252;11.02.2020 14:26:02;E;Normaliza su servicio;00:08:02
2253;11.02.2020 09:00:04;E;Servicio con demora;05:24:06
2254;11.02.2020 08:32:03;A;Por obras en Plaza de Mayo: Presta servicio entre Perú y San Pedrito;18:18:04
2255;10.02.2020 17:06:07;P;Ya realiza su recorrido completo entre cabeceras;00:04:00
2256;10.02.2020 16:08:03;P;Servicio limitado Int. Saguier y Gral. Savio por falta de custodia policial.;00:56:01
2257;10.02.2020 14:06:04;E;Normaliza su servicio;00:01:58
2258;10.02.2020 12:58:02;B;Ya circula con su frecuencia habitual;00:04:06
2259;10.02.2020 11:48:04;B;Servicio con demora debido a una causa técnica.;01:07:58
2260;10.02.2020 09:00:07;E;Servicio con demora;05:03:58
2261;10.02.2020 08:30:07;A;Por obras en Plaza de Mayo: Presta servicio entre Perú y San Pedrito;18:21:57
2262;09.02.2020 13:26:03;D;Ya realiza recorrido completo entre cabeceras.;00:02:03
2263;09.02.2020 12:48:06;D;Servicio limitado entre las estaciones Congreso de Tucumán y Pueyrredón;00:35:58
2264;09.02.2020 11:02:02;A;Por obras en Plaza de Mayo: Presta servicio entre Perú y San Pedrito;14:48:01
2265;08.02.2020 16:18:03;P;Ya realiza su recorrido completo entre cabeceras;00:02:04
2266;08.02.2020 16:14:06;P;Servicio limitado Int. Saguier y Gral. Savio por falta de custodia policial.;00:01:56
2267;08.02.2020 12:56:02;D;Ya realiza recorrido completo entre cabeceras.;00:14:11
2268;08.02.2020 12:24:04;D;Servicio limitado entre las estaciones Congreso de Tucumán y Pueyrredón;00:30:02
2269;08.02.2020 09:02:07;A;Por obras en Plaza de Mayo: Presta servicio entre Perú y San Pedrito;17:51:55
2270;08.02.2020 00:56:04;C;Ya circula con su frecuencia habitual;00:02:03
2271;07.02.2020 23:54:07;C;Servicio con demora debido a una causa técnica.;00:59:54
2272;07.02.2020 21:40:02;E;Normaliza su servicio;00:02:00
2273;07.02.2020 20:46:02;E;Servicio con demora;00:52:01
2274;07.02.2020 20:44:07;E;Ya realiza recorrido completo entre cabeceras.;00:00:00
2275;07.02.2020 19:32:02;E;Servicio limitado entre las estaciones Retiro y Avenida La Plata;01:10:05
2276;07.02.2020 19:20:02;P;Ya realiza su recorrido completo entre cabeceras;00:00:00
2277;07.02.2020 18:14:04;P;Servicio limitado entre las estaciones Intendente Saguier y Centro Cívico;01:03:58
2278;07.02.2020 14:12:02;E;Normaliza su servicio;00:02:01
2279;07.02.2020 13:54:02;E;Servicio con demora;00:16:02
2280;07.02.2020 13:50:06;E;Ya realiza recorrido completo entre cabeceras.;00:02:02
2281;07.02.2020 13:26:02;E;Servicio limitado entre las estaciones Plaza de los Virreyes y San José;00:22:00
2282;07.02.2020 12:26:04;E;Normaliza su servicio;00:14:07
2283;07.02.2020 11:50:02;E;Servicio con demora debido a una causa técnica.;00:34:03
2284;07.02.2020 08:32:04;A;Por obras en Plaza de Mayo: Presta servicio entre Perú y San Pedrito;18:18:06
2285;06.02.2020 22:02:09;P;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:09:53
2286;06.02.2020 18:56:02;P;Servicio interrumpido;03:04:08
2287;06.02.2020 11:26:03;E;Normaliza su servicio;00:11:59
2288;06.02.2020 09:18:02;E;Servicio con demora;02:06:02
2289;06.02.2020 08:32:02;A;Por obras en Plaza de Mayo: Presta servicio entre Perú y San Pedrito;18:18:00
2290;06.02.2020 01:46:04;B;Ya circula con su frecuencia habitual;00:00:00
2291;06.02.2020 01:34:07;B;Servicio con demora debido a la atención médica a un usuario.;00:09:57
2292;06.02.2020 01:10:10;E;Ya circula con su frecuencia habitual;00:00:00
2293;05.02.2020 23:52:05;E;Servicio con demora;01:16:00
2294;05.02.2020 23:50:04;E;Ya realiza recorrido completo entre cabeceras.;00:00:00
2295;05.02.2020 23:28:02;E;Servicio limitado entre las estaciones Retiro y Avenida La Plata;00:20:00
2296;05.02.2020 21:38:08;E;Servicio con demora;01:47:56
2297;05.02.2020 19:46:02;E;Servicio con demora debido a una causa técnica.;01:50:01
2298;05.02.2020 19:14:05;C;Ya circula con su frecuencia habitual;00:01:56
2299;05.02.2020 19:06:03;C;Servicio con demora debido a una causa técnica.;00:05:58
2300;05.02.2020 14:22:09;B;Ya circula con su frecuencia habitual;00:03:56
2301;05.02.2020 12:06:05;B;Servicio con demora;02:14:00
2302;05.02.2020 11:52:11;C;Ya circula con su frecuencia habitual;00:05:57
2303;05.02.2020 10:24:11;C;Servicio con demora;01:25:51
2304;05.02.2020 08:32:05;A;Por obras en Plaza de Mayo: Presta servicio entre Perú y San Pedrito;18:35:59
2305;04.02.2020 23:18:02;E;Normaliza su servicio;00:02:02
2306;04.02.2020 22:32:01;E;Servicio con demora debido a una causa técnica.;00:44:06
2307;04.02.2020 13:02:05;C;Ya circula con su frecuencia habitual;00:07:59
2308;04.02.2020 12:42:02;E;Normaliza su servicio;00:06:04
2309;04.02.2020 11:46:08;E;Servicio con demora por una formación detenida debido a una causa técnica.;00:53:59
2310;04.02.2020 10:54:03;C;Servicio con demora;02:06:04
2311;04.02.2020 08:32:02;A;Por obras en Plaza de Mayo: Presta servicio entre Perú y San Pedrito;18:18:06
2312;03.02.2020 14:16:02;C;Ya circula con su frecuencia habitual;00:02:01
2313;03.02.2020 13:04:03;B;Ya circula con su frecuencia habitual;00:02:01
2314;03.02.2020 12:10:04;B;Servicio con demora;00:52:03
2315;03.02.2020 10:58:03;C;Servicio con demora;03:16:01
2316;03.02.2020 08:32:02;A;Por obras en Plaza de Mayo: Presta servicio entre Perú y San Pedrito;18:18:02
2317;02.02.2020 11:02:01;A;Por obras en Plaza de Mayo: Presta servicio entre Perú y San Pedrito;14:50:06
2318;02.02.2020 11:02:01;C;Por obras de modernización del sistema de señales: Se encuentra cerrada.;14:50:06
2319;01.02.2020 09:02:05;A;Por obras en Plaza de Mayo: Presta servicio entre Perú y San Pedrito;17:50:00
2320;01.02.2020 09:02:05;C;Por obras de modernización del sistema de señales: Se encuentra cerrada.;17:50:00
2321;31.01.2020 22:00:10;B;Ya circula con su frecuencia habitual;00:00:00
2322;31.01.2020 21:44:03;B;Servicio con demora debido a una causa técnica.;00:14:01
2323;31.01.2020 13:46:02;C;Por obras de modernización del sistema de señales: Se encuentra cerrada.;13:04:00
2324;31.01.2020 08:32:05;A;Por obras en Plaza de Mayo: Presta servicio entre Perú y San Pedrito;18:17:57
2325;31.01.2020 08:32:05;C;Por obras de mordernización del sistema de señales: Se encuentra cerrada.;05:09:58
2326;30.01.2020 18:10:08;E;Normaliza su servicio;00:01:53
2327;30.01.2020 17:08:02;E;Servicio con demora por una formación detenida debido a una causa técnica.;00:59:59
2328;30.01.2020 08:30:02;A;Por obras en Plaza de Mayo: Presta servicio entre Perú y San Pedrito;18:19:59
2329;30.01.2020 08:30:02;C;Por obras de mordernización del sistema de señales: Se encuentra cerrada.;18:19:59
2330;29.01.2020 18:20:04;E;Normaliza su servicio;00:01:57
2331;29.01.2020 17:06:02;E;Servicio con demora debido a una causa técnica.;01:12:03
2332;29.01.2020 08:32:07;A;Por obras en Plaza de Mayo: Presta servicio entre Perú y San Pedrito;18:21:58
2333;29.01.2020 08:32:07;C;Por obras de mordernización del sistema de señales: Se encuentra cerrada.;18:21:58
2334;28.01.2020 09:34:06;A;Por obras en Plaza de Mayo: Presta servicio entre Perú y San Pedrito;17:14:00
2335;28.01.2020 09:30:10;A;Ya realiza recorrido completo entre cabeceras.;00:01:56
2336;28.01.2020 09:08:02;A;Servicio limitado entre las estaciones San José de Flores y Perú;00:20:07
2337;28.01.2020 08:32:03;A;Por obras en Plaza de Mayo: Presta servicio entre Perú y San Pedrito;00:34:05
2338;28.01.2020 08:32:03;C;Por obras de mordernización del sistema de señales: Se encuentra cerrada.;18:16:03
2339;27.01.2020 19:02:05;A;Por obras en Plaza de Mayo: Presta servicio entre Perú y San Pedrito;07:48:02
2340;27.01.2020 19:02:05;C;Por obras de mordernización del sistema de señales: Se encuentra cerrada.;07:48:02
2341;27.01.2020 15:46:04;D;Ya circula con su frecuencia habitual;00:07:58
2342;27.01.2020 15:28:01;D;Servicio con demora;00:16:01
2343;27.01.2020 15:24:02;D;Ya realiza recorrido completo entre cabeceras.;00:02:00
2344;27.01.2020 15:04:07;D;Servicio limitado entre las estaciones Congreso de Tucumán y Pueyrredón;00:17:59
2345;27.01.2020 15:00:08;D;Servicio con demora debido a una causa técnica.;00:01:59
2346;27.01.2020 14:04:07;A;Por obras en Plaza de Mayo: Presta servicio entre Perú y San Pedrito.;04:56:00
2347;27.01.2020 14:04:07;C;Por obras de modernización del sistema de señales: Se encuentra cerrada.;04:56:00
2348;27.01.2020 08:32:02;A;Por obras en Plaza de Mayo: Presta servicio entre Perú y San Pedrito;05:30:00
2349;27.01.2020 08:30:07;C;Por obras de mordernización del sistema de señales: Se encuentra cerrada.;05:31:55
2350;26.01.2020 11:02:06;A;Por obras en Plaza de Mayo: Presta servicio entre Perú y San Pedrito;20:41:55
2351;26.01.2020 11:02:06;C;Por obras de mordernización del sistema de señales: Se encuentra cerrada.;20:41:55
2352;25.01.2020 11:28:03;P;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:03:59
2353;25.01.2020 10:20:02;P;Servicio interrumpido debido a una causa técnica;01:06:02
2354;25.01.2020 09:02:05;A;Por obras en Plaza de Mayo: Presta servicio entre Perú y San Pedrito;17:49:56
2355;25.01.2020 09:02:05;C;Por obras de mordernización del sistema de señales: Se encuentra cerrada.;17:49:56
2356;24.01.2020 21:52:03;A;Por obras en Plaza de Mayo: Presta servicio entre Perú y San Pedrito;04:58:02
2357;24.01.2020 21:50:02;A;Ya circula con su frecuencia habitual;00:00:00
2358;24.01.2020 21:44:05;A;Servicio con demora;00:03:56
2359;24.01.2020 21:42:02;A;Ya realiza recorrido completo entre cabeceras.;00:00:00
2360;24.01.2020 21:38:04;A;Servicio limitado entre Loria - Perú y Río de Janeiro - San Pedrito;00:01:58
2361;24.01.2020 10:34:03;E;Ya realiza recorrido completo entre cabeceras.;00:00:00
2362;24.01.2020 10:20:02;E;Servicio limitado entre las estaciones Correo Central y Plaza de los Virreyes;00:12:04
2363;24.01.2020 10:12:02;E;Servicio con demora por una formación detenida debido a una causa técnica.;00:06:02
2364;24.01.2020 08:32:01;A;Por obras en Plaza de Mayo: Presta servicio entre Perú y San Pedrito;13:04:02
2365;24.01.2020 08:32:01;C;Por obras de mordernización del sistema de señales: Se encuentra cerrada.;18:18:04
2366;23.01.2020 16:16:07;E;Normaliza su servicio;00:01:57
2367;23.01.2020 15:32:02;E;Servicio con demora;00:42:04
2368;23.01.2020 15:28:06;E;Ya realiza recorrido completo entre cabeceras.;00:01:57
2369;23.01.2020 13:56:01;E;Servicio limitado entre las estaciones Correo Central y Plaza de los Virreyes;01:30:00
2370;23.01.2020 10:34:03;E;Normaliza su servicio;00:00:00
2371;23.01.2020 10:08:01;E;Servicio con demora;00:24:04
2372;23.01.2020 10:04:07;E;Ya realiza recorrido completo entre cabeceras.;00:01:56
2373;23.01.2020 09:54:01;P;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:02:01
2374;23.01.2020 09:44:03;E;Servicio limitado entre las estaciones Plaza de los Virreyes y San José;00:18:00
2375;23.01.2020 09:34:04;E;Servicio con demora por una formación detenida debido a una causa técnica.;00:08:02
2376;23.01.2020 09:14:02;P;Servicio interrumpido por formación detenida debido a una causa técnica;00:38:00
2377;23.01.2020 08:32:04;A;Por obras en Plaza de Mayo: Presta servicio entre Perú y San Pedrito;18:17:58
2378;23.01.2020 08:32:04;C;Por obras de mordernización del sistema de señales: Se encuentra cerrada.;18:17:58
2379;22.01.2020 19:32:03;P;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:01:58
2380;22.01.2020 18:42:04;P;Servicio interrumpido por manifestantes que impiden el servicio;00:47:58
2381;22.01.2020 08:32:09;A;Por obras en Plaza de Mayo: Presta servicio entre Perú y San Pedrito;23:49:52
2382;22.01.2020 08:32:09;C;Por obras de mordernización del sistema de señales: Se encuentra cerrada.;23:49:52
2383;21.01.2020 22:36:03;E;Normaliza su servicio;00:02:07
2384;21.01.2020 21:42:12;E;Servicio con demora;00:51:49
2385;21.01.2020 21:40:12;E;Ya realiza recorrido completo entre cabeceras.;00:00:00
2386;21.01.2020 21:32:04;E;Servicio limitado entre Bolivar - Retiro y Boedo - Plaza de los Virreyes;00:06:08
2387;21.01.2020 21:28:04;E;Servicio con demora debido a la atención médica a un usuario.;00:02:00
2388;21.01.2020 19:48:03;B;Ya circula con su frecuencia habitual;00:01:59
2389;21.01.2020 19:10:02;B;Servicio con demora debido a una causa técnica.;00:36:02
2390;21.01.2020 17:44:05;E;Normaliza su servicio;00:00:00
2391;21.01.2020 16:06:04;E;Servicio con demora;01:35:58
2392;21.01.2020 11:36:10;E;Normaliza su servicio;00:01:53
2393;21.01.2020 09:14:08;E;Servicio con demora;02:19:55
2394;21.01.2020 08:32:02;A;Por obras en Plaza de Mayo: Presta servicio entre Perú y San Pedrito;18:16:00
2395;21.01.2020 08:32:02;C;Por obras de mordernización del sistema de señales: Se encuentra cerrada.;18:16:00
2396;21.01.2020 00:28:10;E;Normaliza su servicio;00:01:53
2397;20.01.2020 21:12:12;P;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:01:52
2398;20.01.2020 16:12:02;P;Servicio interrumpido por manifestantes que impiden el servicio;04:58:02
2399;20.01.2020 11:16:01;B;Ya realiza recorrido completo entre cabeceras.;00:04:01
2400;20.01.2020 10:58:02;B;Servicio Limitado entre las estaciones Juan Manuel de Rosas y Medrano;00:16:09
2401;20.01.2020 10:32:11;E;Servicio con demora;13:53:51
2402;20.01.2020 08:34:03;A;Por obras en Plaza de Mayo: Presta servicio entre Perú y San Pedrito;18:16:05
2403;20.01.2020 08:34:03;C;Por obras de mordernización del sistema de señales: Se encuentra cerrada.;18:16:05
2404;19.01.2020 17:16:03;P;Ya realiza su recorrido completo entre cabeceras;00:02:05
2405;19.01.2020 16:04:03;P;Servicio limitado Int. Saguier y Gral. Savio por falta de custodia policial.;01:09:59
2406;19.01.2020 11:30:06;E;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:01:58
2407;19.01.2020 11:04:03;E;Servicio interrumpido;00:24:08
2408;19.01.2020 11:02:10;A;Por obras en Plaza de Mayo: Presta servicio entre Perú y San Pedrito;14:47:53
2409;19.01.2020 11:02:10;C;Por obras de mordernización del sistema de señales: Se encuentra cerrada.;14:47:53
2410;18.01.2020 14:16:10;C;Por obras de mordernización del sistema de señales: Se encuentra cerrada.;12:39:52
2411;18.01.2020 11:34:10;P;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:04:01
2412;18.01.2020 10:52:04;P;Servicio interrumpido por formación detenida debido a una causa técnica;00:40:00
2413;18.01.2020 09:02:11;A;Por obras en Plaza de Mayo: Presta servicio entre Perú y San Pedrito;17:53:51
2414;18.01.2020 09:02:11;C;Por obras de mordernización del sistema de señales: Se encuentra cerrada.;05:07:50
2415;17.01.2020 21:54:10;C;Ya circula con su frecuencia habitual;00:00:00
2416;17.01.2020 21:38:09;C;Servicio con demora;00:14:02
2417;17.01.2020 21:32:08;C;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:04:01
2418;17.01.2020 21:22:02;C;Servicio interrumpido por una formación detenida debido a una causa técnica.;00:08:10
2419;17.01.2020 21:14:11;C;Servicio con demora debido a una causa técnica.;00:05:59
2420;17.01.2020 08:32:02;A;Por obras en Plaza de Mayo: Presta servicio entre Perú y San Pedrito;18:48:00
2421;16.01.2020 15:52:11;C;Ya circula con su frecuencia habitual;00:00:00
2422;16.01.2020 15:44:11;E;Normaliza su servicio;00:00:00
2423;16.01.2020 15:42:05;C;Servicio con demora;00:07:59
2424;16.01.2020 15:40:11;C;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:00:00
2425;16.01.2020 15:24:02;C;Servicio interrumpido por procedimiento policial;00:13:59
2426;16.01.2020 15:20:11;E;Servicio con demora debido a una causa técnica.;00:21:54
2427;16.01.2020 14:34:10;P;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:00:00
2428;16.01.2020 09:38:09;P;Servicio interrumpido debido a causas ajenas a la empresa;04:53:55
2429;16.01.2020 08:32:02;A;Por obras en Plaza de Mayo: Presta servicio entre Perú y San Pedrito;18:24:02
2430;15.01.2020 16:32:02;A;Por obras en Plaza de Mayo: Presta servicio entre Perú y San Pedrito;10:20:00
2431;15.01.2020 16:30:04;A;Ya realiza recorrido completo entre cabeceras.;00:00:00
2432;15.01.2020 16:20:01;A;Servicio limitado entre las estaciones San Pedrito y Piedras;00:08:09
2433;15.01.2020 16:06:01;A;Por obras en Plaza de Mayo: Presta servicio entre Perú y San Pedrito;00:12:09
2434;15.01.2020 16:04:03;A;Ya realiza recorrido completo entre cabeceras.;00:00:00
2435;15.01.2020 15:46:09;A;Servicio limitado entre las estaciones San Pedrito y Piedras;00:15:53
2436;15.01.2020 13:54:13;B;Ya realiza recorrido completo entre cabeceras.;00:01:51
2437;15.01.2020 13:24:04;B;Servicio Limitado entre las estaciones Juan Manuel de Rosas y Medrano;00:27:58
2438;15.01.2020 13:22:01;B;Servicio con demora debido a una causa técnica.;00:00:00
2439;15.01.2020 08:32:07;A;Por obras en Plaza de Mayo: Presta servicio entre Perú y San Pedrito;07:12:02
2440;14.01.2020 19:28:04;P;Ya realiza su recorrido completo entre cabeceras;00:01:58
2441;14.01.2020 19:16:07;P;Servicio limitado entre las estaciones Intendente Saguier y Centro Cívico;00:10:02
2442;14.01.2020 19:10:06;P;Servicio limitado entre las estaciones Intendete Saguier y Genaral savio;00:03:56
2443;14.01.2020 14:18:09;B;Ya realiza recorrido completo entre cabeceras.;00:01:53
2444;14.01.2020 13:58:01;B;Servicio Limitado entre las estaciones Juan Manuel de Rosas y Medrano;00:18:01
2445;14.01.2020 08:32:08;A;Por obras en Plaza de Mayo: Presta servicio entre Perú y San Pedrito;18:17:59
2446;13.01.2020 08:32:01;A;Por obras en Plaza de Mayo: Presta servicio entre Perú y San Pedrito;18:18:01
2447;12.01.2020 16:38:08;P;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:03:57
2448;12.01.2020 16:12:04;P;Servicio interrumpido por falta de custodia policial;00:23:57
